#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  2 16:41:55 2016
#Id	Edge	Time
#[]	[b]	[s]
1043	1	559.060732
1044	0	560.052320
1045	1	560.085420
1046	0	561.159864
1047	1	561.193020
1048	0	562.184316
1049	1	562.217548
1050	0	563.292004
1051	1	563.325292
1052	0	564.316280
1053	1	564.349640
1054	0	565.424112
1055	1	565.457528
1056	0	566.448208
1057	1	566.481704
1058	0	567.556184
1059	1	567.589732
1060	0	568.580116
1061	1	568.613736
1062	0	569.688236
1063	1	569.721904
1064	0	570.711972
1065	1	570.745728
1066	0	571.820236
1067	1	571.854040
1068	0	572.843804
1069	1	572.877680
1070	0	573.952220
1071	1	573.986152
1072	0	574.975608
1073	1	575.009620
1074	0	576.084180
1075	1	576.118248
1076	0	577.107412
1077	1	577.141552
1078	0	578.216124
1079	1	578.250316
1080	0	579.239160
1081	1	579.273432
1082	0	580.348040
1083	1	580.382368
1084	0	581.370888
1085	1	581.405288
1086	0	582.479924
1087	1	582.514384
1088	0	583.502556
1089	1	583.537088
1090	0	584.611728
1091	1	584.646320
1092	0	585.634340
1093	1	585.669012
1094	0	586.743632
1095	1	586.778348
1096	0	587.765996
1097	1	587.800792
1098	0	588.875436
1099	1	588.910296
1100	0	589.897592
1101	1	589.932528
1102	0	591.007184
1103	1	591.042180
1104	0	592.029176
1105	1	592.064248
1106	0	593.138912
1107	1	593.174040
1108	0	594.160748
1109	1	594.195956
1110	0	595.270616
1111	1	595.305876
1112	0	596.292292
1113	1	596.327628
1114	0	597.402320
1115	1	597.437720
1116	0	598.423780
1117	1	598.459260
1118	0	599.534012
1119	1	599.569548
