#Creator: pendulumSimpleEventBuffer
#Creation time: Wed Mar  2 16:15:06 2016
#Id	Edge	Time
#[]	[b]	[s]
800	0	428.295036
801	1	428.331756
802	0	429.311264
803	1	429.348100
804	0	430.429844
805	1	430.466744
806	0	431.445860
807	1	431.482852
808	0	432.564628
809	1	432.601700
810	0	433.580360
811	1	433.617528
812	0	434.699368
813	1	434.736604
814	0	435.714880
815	1	435.752224
816	0	436.834084
817	1	436.871488
818	0	437.849312
819	1	437.886828
820	0	438.968788
821	1	439.006364
822	0	439.983708
823	1	440.021404
824	0	441.103464
825	1	441.141220
826	0	442.118172
827	1	442.156032
828	0	443.238096
829	1	443.276028
830	0	444.252512
831	1	444.290540
832	0	445.372728
833	1	445.410824
834	0	446.386856
835	1	446.425076
836	0	447.507272
837	1	447.545552
838	0	448.521220
839	1	448.559608
840	0	449.641760
841	1	449.680204
842	0	450.655452
843	1	450.694008
844	0	451.776164
845	1	451.814796
846	0	452.789672
847	1	452.828416
848	0	453.910532
849	1	453.949332
850	0	454.923752
851	1	454.962668
852	0	456.044896
853	1	456.083872
854	0	457.057868
855	1	457.096948
856	0	458.179272
857	1	458.218416
858	0	459.191944
859	1	459.231212
860	0	460.313596
861	1	460.352920
862	0	461.326012
863	1	461.365468
864	0	462.447916
865	1	462.487412
866	0	463.460064
867	1	463.499688
868	0	464.582184
869	1	464.621880
870	0	465.594080
871	1	465.633876
872	0	466.716444
873	1	466.756304
874	0	467.728052
875	1	467.768028
876	0	468.850680
877	1	468.890724
878	0	469.862024
879	1	469.902184
880	0	470.984864
881	1	471.025100
882	0	471.995984
883	1	472.036336
884	0	473.119004
885	1	473.159396
886	0	474.129920
887	1	474.170460
888	0	475.253144
889	1	475.293728
890	0	476.263780
891	1	476.304492
892	0	477.387268
893	1	477.428036
894	0	478.397648
895	1	478.438548
896	0	479.521464
897	1	479.562424
898	0	480.531372
899	1	480.572448
900	0	481.655504
901	1	481.696652
902	0	482.665148
903	1	482.706428
904	0	483.789584
905	1	483.830924
906	0	484.798900
907	1	484.840364
908	0	485.923592
909	1	485.965136
910	0	486.932652
911	1	486.974324
912	0	488.057588
913	1	488.099324
914	0	489.066296
915	1	489.108188
916	0	490.191540
917	1	490.233464
918	0	491.199976
919	1	491.242024
920	0	492.325456
921	1	492.367584
922	0	493.333708
923	1	493.375968
924	0	494.459144
925	1	494.501464
926	0	495.467280
927	1	495.509720
928	0	496.593040
929	1	496.635540
930	0	497.600880
931	1	497.643516
932	0	498.726876
933	1	498.769588
934	0	499.734404
935	1	499.777244
936	0	500.860688
937	1	500.903608
938	0	501.867932
939	1	501.910976
940	0	502.994524
941	1	503.037640
942	0	504.001436
943	1	504.044652
944	0	505.128268
945	1	505.171560
946	0	506.134940
947	1	506.178384
948	0	507.262012
949	1	507.305512
950	0	508.268416
951	1	508.312044
952	0	509.395728
953	1	509.439444
954	0	510.401820
955	1	510.445672
956	0	511.529428
957	1	511.573348
958	0	512.535244
959	1	512.579292
960	0	513.663008
961	1	513.707140
962	0	514.668588
963	1	514.712844
964	0	515.796584
965	1	515.840912
966	0	516.801876
967	1	516.846332
968	0	517.930128
969	1	517.974656
970	0	518.935116
971	1	518.979772
972	0	520.063632
973	1	520.108372
974	0	521.068320
975	1	521.113172
976	0	522.197104
977	1	522.242064
978	0	523.201476
979	1	523.246560
980	0	524.330560
981	1	524.375716
982	0	525.334636
983	1	525.379924
984	0	526.463968
985	1	526.509328
986	0	527.467768
987	1	527.513256
988	0	528.597368
989	1	528.642924
990	0	529.600868
991	1	529.646568
